ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),delivery_time_mins,weather_clean,is_late,distance_km
0x5882,BANGRES08DEL03,22,4.7,12.906229,77.596791,12.996229,77.686791,02/04/22,19:30:00,19:45:00,conditions Fog,Jam,1,Drinks,scooter,1,No,Metropolitian,(min) 37,37,Fog,1,13.97
0xb1f8,BANGRES13DEL02,31,5.0,12.935662,77.61413,13.015662,77.69413,06/04/22,23:30:00,23:35:00,conditions Stormy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,(min) 26,26,Stormy,0,12.42
0xbb87,BANGRES12DEL03,24,4.9,12.939496,77.625999,12.999496,77.685999,15/03/22,22:10:00,22:20:00,conditions Stormy,Low,2,Drinks,scooter,0,No,Metropolitian,(min) 11,11,Stormy,0,9.32
0x97c2,BANGRES20DEL02,20,4.6,12.972161,77.596014,13.052161,77.676014,10/03/22,19:40:00,19:55:00,conditions Sunny,Jam,1,Drinks,scooter,0,No,Metropolitian,(min) 14,14,Sunny,0,12.42
0x5a89,BANGRES04DEL03,24,4.8,12.98041,77.640489,13.04041,77.700489,05/04/22,17:10:00,17:20:00,conditions Stormy,Medium,1,Buffet,scooter,1,No,Metropolitian,(min) 20,20,Stormy,0,9.31
0x857a,BANGRES05DEL02,29,4.7,12.970324,77.645748,13.100324,77.775748,20/03/22,22:25:00,22:30:00,conditions Stormy,Low,1,Drinks,motorcycle,0,No,Metropolitian,(min) 12,12,Stormy,0,20.18
0xaac2,BANGRES01DEL02,23,4.8,12.933284,77.615428,13.063284,77.745428,16/03/22,17:10:00,17:20:00,conditions Windy,Medium,0,Buffet,motorcycle,1,No,NaN,(min) 21,21,Windy,0,20.18
0x57ff,BANGRES13DEL03,23,4.8,12.935662,77.61413,12.995662,77.67413,11/03/22,20:20:00,20:35:00,conditions Stormy,Jam,2,Snack,scooter,0,NaN,Metropolitian,(min) 11,11,Stormy,0,9.32
0xa62f,BANGRES06DEL01,32,4.7,12.979096,77.640625,13.049096,77.710625,25/03/22,22:00:00,22:10:00,conditions Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,(min) 45,45,Fog,1,10.87
0x659a,BANGRES12DEL02,33,4.0,12.939496,77.625999,12.989496,77.675999,05/03/22,17:45:00,17:50:00,conditions Sandstorms,Medium,1,Buffet,motorcycle,1,No,Metropolitian,(min) 34,34,Sandstorms,1,7.76
0xb9da,BANGRES06DEL02,24,4.8,12.979096,77.640625,12.999096,77.660625,05/03/22,8:45:00,9:00:00,conditions Windy,Low,2,Drinks,motorcycle,0,No,Metropolitian,(min) 10,10,Windy,0,3.11
0x470e,BANGRES19DEL02,27,4.9,12.914264,77.6784,13.044264,77.8084,06/03/22,19:40:00,19:45:00,conditions Fog,Jam,0,Snack,motorcycle,0,No,Metropolitian,(min) 40,40,Fog,1,20.18
0x5676,BANGRES06DEL02,26,4.8,12.979096,77.640625,13.029096,77.690625,13/03/22,0:00:00,0:10:00,conditions Cloudy,Low,2,Snack,motorcycle,0,No,Urban,(min) 13,13,Cloudy,0,7.76
0x22b3,BANGRES16DEL02,26,4.1,13.029198,77.570997,13.049198,77.590997,01/04/22,8:45:00,8:50:00,conditions Windy,Low,0,Meal,motorcycle,0,No,Metropolitian,(min) 15,15,Windy,0,3.1
0x670e,BANGRES20DEL03,34,4.7,12.972161,77.596014,13.002161,77.626014,19/03/22,17:45:00,18:00:00,conditions Sunny,Medium,0,Drinks,motorcycle,1,No,Urban,(min) 27,27,Sunny,0,4.66
0xa9bd,BANGRES02DEL03,20,4.1,12.970221,77.645396,13.000221,77.675396,30/03/22,20:00:00,20:10:00,conditions Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 32,32,Stormy,1,4.66
0x208d,BANGRES17DEL02,33,4.7,12.972532,77.608179,13.102532,77.738179,18/03/22,23:35:00,23:45:00,conditions Cloudy,Low,1,Meal,scooter,1,No,Metropolitian,(min) 27,27,Cloudy,0,20.18
0x62bf,BANGRES01DEL02,29,4.5,12.933284,77.615428,12.953284,77.635428,30/03/22,9:20:00,9:25:00,conditions Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,(min) 20,20,Cloudy,0,3.11
0x532b,BANGRES20DEL02,29,4.6,12.972161,77.596014,13.102161,77.726014,04/03/22,18:10:00,18:25:00,conditions Fog,Medium,0,Buffet,motorcycle,0,No,Metropolitian,(min) 41,41,Fog,1,20.18
0x15d5,BANGRES07DEL02,31,4.7,12.978453,77.643685,12.998453,77.663685,05/04/22,10:35:00,10:40:00,conditions Sandstorms,Low,1,Drinks,scooter,1,No,Metropolitian,(min) 22,22,Sandstorms,0,3.11
0x7cf2,BANGRES19DEL02,37,4.9,12.914264,77.6784,12.964264,77.7284,26/03/22,21:15:00,21:20:00,conditions Sandstorms,Jam,2,Snack,scooter,1,No,Metropolitian,(min) 28,28,Sandstorms,0,7.76
0xa3b1,BANGRES14DEL02,24,4.8,12.949934,77.699386,12.999934,77.749386,01/04/22,23:25:00,23:30:00,conditions Sunny,Low,1,Buffet,scooter,0,No,Metropolitian,(min) 16,16,Sunny,0,7.76
0x2578,BANGRES08DEL01,36,4.9,12.906229,77.596791,12.916229,77.606791,19/03/22,10:00:00,10:05:00,conditions Sandstorms,Low,1,Meal,scooter,1,No,Metropolitian,(min) 26,26,Sandstorms,0,1.55
0x1587,BANGRES15DEL03,34,4.7,12.975377,77.696664,13.065377,77.786664,12/03/22,23:00:00,23:15:00,conditions Sunny,Low,2,Drinks,scooter,1,No,Metropolitian,(min) 26,26,Sunny,0,13.97
0xa273,BANGRES07DEL03,20,4.3,12.978453,77.643685,13.008453,77.673685,13/03/22,22:45:00,23:00:00,conditions Sandstorms,Low,0,Meal,motorcycle,0,No,Metropolitian,(min) 27,27,Sandstorms,0,4.66
0x8ae3,BANGRES05DEL02,24,5.0,12.970324,77.645748,13.100324,77.775748,10/03/22,19:35:00,19:50:00,conditions Fog,Jam,0,Snack,motorcycle,2,Yes,Metropolitian,(min) 49,49,Fog,1,20.18
0x93af,BANGRES14DEL03,35,4.2,12.949934,77.699386,12.979934,77.729386,24/03/22,21:55:00,22:00:00,conditions Stormy,Jam,1,Buffet,scooter,1,No,Metropolitian,(min) 33,33,Stormy,1,4.66
0xac7c,BANGRES20DEL01,26,4.2,12.972161,77.596014,13.012161,77.636014,05/04/22,14:45:00,14:55:00,conditions Fog,High,2,Drinks,motorcycle,0,No,Metropolitian,(min) 33,33,Fog,1,6.21
0x6ceb,BANGRES06DEL01,20,4.8,12.979096,77.640625,13.049096,77.710625,31/03/22,21:40:00,21:50:00,conditions Sandstorms,Jam,1,Drinks,scooter,1,No,NaN,(min) 21,21,Sandstorms,0,10.87
0x11e1,BANGRES13DEL02,38,4.5,12.935662,77.61413,12.955662,77.63413,13/03/22,10:10:00,10:25:00,conditions Stormy,Low,1,Drinks,scooter,0,No,Urban,(min) 25,25,Stormy,0,3.11
0x2a6b,BANGRES09DEL02,38,4.0,12.934179,77.615797,12.954179,77.635797,09/03/22,10:50:00,10:55:00,conditions Sandstorms,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 25,25,Sandstorms,0,3.11
0x4df1,BANGRES15DEL03,30,4.7,12.975377,77.696664,13.065377,77.786664,27/03/22,19:20:00,19:35:00,conditions Sunny,Jam,1,Buffet,motorcycle,0,No,Metropolitian,(min) 19,19,Sunny,0,13.97
0xbb97,BANGRES07DEL03,20,4.6,12.978453,77.643685,13.068453,77.733685,23/03/22,19:55:00,20:00:00,conditions Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,(min) 40,40,Fog,1,13.97
0x61f8,BANGRES010DEL02,33,4.6,12.933298,77.614293,12.983298,77.664293,19/03/22,18:30:00,18:35:00,conditions Sunny,Medium,1,Snack,scooter,1,No,Urban,(min) 23,23,Sunny,0,7.76
0x5ab2,BANGRES01DEL01,22,4.3,12.933284,77.615428,13.043284,77.725428,06/04/22,17:35:00,17:45:00,conditions Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,(min) 35,35,Sandstorms,1,17.08
0xb34f,BANGRES17DEL03,35,4.3,12.972532,77.608179,13.002532,77.638179,03/03/22,20:30:00,20:45:00,conditions Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,(min) 34,34,Sandstorms,1,4.66
0x65fb,BANGRES12DEL02,25,4.7,12.939496,77.625999,13.069496,77.755999,10/03/22,21:00:00,21:05:00,conditions Stormy,Jam,2,Meal,scooter,1,No,Urban,(min) 23,23,Stormy,0,20.18
0x178c,BANGRES03DEL01,22,4.6,12.979166,77.640709,13.019166,77.680709,09/03/22,15:10:00,15:15:00,conditions Windy,Medium,1,Snack,scooter,1,No,Urban,(min) 26,26,Windy,0,6.21
0x468e,BANGRES09DEL01,20,5.0,12.934179,77.615797,12.944179,77.625797,05/03/22,11:45:00,12:00:00,conditions Sandstorms,High,1,Drinks,scooter,0,No,Urban,(min) 12,12,Sandstorms,0,1.55
0x4e35,BANGRES14DEL01,39,4.2,12.949934,77.699386,13.019934,77.769386,29/03/22,21:55:00,22:10:00,conditions Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 39,39,Sandstorms,1,10.87
0x74b2,BANGRES20DEL02,25,4.9,12.972161,77.596014,13.022161,77.646014,05/04/22,18:20:00,18:30:00,conditions Fog,Medium,2,Buffet,electric_scooter,0,No,Metropolitian,(min) 11,11,Fog,0,7.76
0x5a95,BANGRES04DEL01,37,4.1,12.98041,77.640489,12.99041,77.650489,05/03/22,9:20:00,9:30:00,conditions Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,(min) 31,31,Stormy,1,1.55
0x95b2,BANGRES03DEL01,34,4.0,12.979166,77.640709,13.019166,77.680709,26/03/22,14:10:00,14:15:00,conditions Sandstorms,High,2,Snack,scooter,0,No,Metropolitian,(min) 32,32,Sandstorms,1,6.21
0xb76d,BANGRES19DEL01,39,4.5,12.914264,77.6784,13.024264,77.7884,06/03/22,23:10:00,23:15:00,conditions Stormy,Low,0,Meal,motorcycle,1,No,NaN,(min) 27,27,Stormy,0,17.08
0x5113,BANGRES03DEL02,32,4.6,12.979166,77.640709,13.059166,77.720709,04/03/22,17:20:00,17:30:00,conditions Fog,Medium,0,Buffet,motorcycle,0,No,Metropolitian,(min) 42,42,Fog,1,12.42
0xab16,BANGRES14DEL01,30,4.4,12.949934,77.699386,13.059934,77.809386,31/03/22,19:15:00,19:20:00,conditions Windy,Jam,0,Meal,motorcycle,1,No,Urban,(min) 35,35,Windy,1,17.08
0xb504,BANGRES03DEL03,34,4.7,12.979166,77.640709,13.039166,77.700709,03/04/22,23:40:00,23:50:00,conditions Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 27,27,Fog,0,9.31
0x4fc2,BANGRES05DEL02,27,4.7,12.970324,77.645748,13.020324,77.695748,24/03/22,20:25:00,20:35:00,conditions Sunny,Jam,2,Snack,electric_scooter,0,No,Metropolitian,(min) 10,10,Sunny,0,7.76
0xcbf,BANGRES06DEL01,21,4.7,12.979096,77.640625,13.019096,77.680625,19/03/22,16:55:00,17:05:00,conditions Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,(min) 26,26,Fog,0,6.21
0x7ff1,BANGRES16DEL02,20,4.8,13.029198,77.570997,13.049198,77.590997,21/03/22,11:55:00,12:10:00,conditions Stormy,High,0,Meal,motorcycle,0,No,Metropolitian,(min) 16,16,Stormy,0,3.1
0x5edd,BANGRES06DEL01,38,4.5,12.979096,77.640625,13.089096,77.750625,20/03/22,20:45:00,20:55:00,conditions Sunny,Jam,1,Snack,scooter,1,No,NaN,(min) 24,24,Sunny,0,17.08
0x2fbf,BANGRES04DEL01,21,4.4,12.98041,77.640489,12.99041,77.650489,01/03/22,8:40:00,8:45:00,conditions Stormy,Low,0,Snack,motorcycle,0,No,Urban,(min) 22,22,Stormy,0,1.55
0x4bf8,BANGRES04DEL01,24,4.9,12.98041,77.640489,13.02041,77.680489,01/04/22,15:35:00,15:40:00,conditions Stormy,Medium,0,Drinks,motorcycle,0,No,Urban,(min) 12,12,Stormy,0,6.21
0x97d5,BANGRES19DEL01,38,4.8,12.914264,77.6784,12.924264,77.6884,13/03/22,9:45:00,9:55:00,conditions Sunny,Low,1,Snack,motorcycle,1,No,Urban,(min) 13,13,Sunny,0,1.55
0x9001,BANGRES16DEL03,33,4.6,13.029198,77.570997,13.119198,77.660997,10/03/22,23:55:00,0:00:00,conditions Fog,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 44,44,Fog,1,13.97
0xa616,BANGRES02DEL02,26,4.6,12.970221,77.645396,13.100221,77.775396,31/03/22,23:50:00,0:05:00,conditions Sunny,Low,0,Buffet,motorcycle,0,No,Metropolitian,(min) 24,24,Sunny,0,20.18
0x4484,BANGRES12DEL03,39,4.8,12.939496,77.625999,12.969496,77.655999,13/03/22,18:40:00,18:55:00,conditions Stormy,Medium,2,Drinks,electric_scooter,1,No,Urban,(min) 25,25,Stormy,0,4.66
0x3ebb,BANGRES08DEL01,26,4.5,12.906229,77.596791,12.916229,77.606791,01/03/22,8:20:00,8:35:00,conditions Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,(min) 17,17,Fog,0,1.55
0xa31e,BANGRES03DEL03,34,4.6,12.979166,77.640709,13.039166,77.700709,09/03/22,21:15:00,21:30:00,conditions Windy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,(min) 30,30,Windy,0,9.31
0xb095,BANGRES07DEL02,33,4.1,12.978453,77.643685,13.108453,77.773685,23/03/22,17:15:00,17:20:00,conditions Cloudy,Medium,2,Drinks,scooter,1,No,Metropolitian,(min) 38,38,Cloudy,1,20.18
0x7817,BANGRES11DEL01,36,4.7,12.934365,77.616155,13.004365,77.686155,02/04/22,18:45:00,18:50:00,conditions Sunny,Medium,2,Drinks,scooter,1,No,Metropolitian,(min) 27,27,Sunny,0,10.87
0x8f15,BANGRES16DEL02,20,4.7,13.029198,77.570997,13.079198,77.620997,03/04/22,23:40:00,23:55:00,conditions Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 23,23,Cloudy,0,7.76
0x9e0d,BANGRES02DEL03,26,4.8,12.970221,77.645396,13.000221,77.675396,01/04/22,18:45:00,18:55:00,conditions Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 16,16,Sandstorms,0,4.66
0x1736,BANGRES08DEL01,36,4.9,12.906229,77.596791,12.916229,77.606791,26/03/22,9:50:00,9:55:00,conditions Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,(min) 24,24,Sunny,0,1.55
0x3498,BANGRES06DEL01,39,4.3,12.979096,77.640625,12.989096,77.650625,09/03/22,10:15:00,10:20:00,conditions Windy,Low,0,Snack,motorcycle,1,No,Urban,(min) 26,26,Windy,0,1.55
0x79e1,BANGRES04DEL02,21,4.8,12.98041,77.640489,13.11041,77.770489,12/03/22,19:25:00,19:40:00,conditions Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 28,28,Sandstorms,0,20.18
0x8e81,BANGRES01DEL01,32,4.4,12.933284,77.615428,13.043284,77.725428,31/03/22,23:45:00,23:50:00,conditions Cloudy,Low,1,Meal,motorcycle,0,No,Metropolitian,(min) 36,36,Cloudy,1,17.08
0x6702,BANGRES14DEL02,30,4.8,12.949934,77.699386,13.079934,77.829386,18/03/22,17:50:00,18:05:00,conditions Sunny,Medium,1,Meal,motorcycle,1,No,Metropolitian,(min) 23,23,Sunny,0,20.18
0xa13a,BANGRES03DEL01,26,4.7,12.979166,77.640709,13.089166,77.750709,27/03/22,23:40:00,23:50:00,conditions Stormy,Low,2,Buffet,motorcycle,0,No,Metropolitian,(min) 10,10,Stormy,0,17.08
0xb2d7,BANGRES12DEL02,20,5.0,12.939496,77.625999,12.959496,77.645999,01/03/22,8:30:00,8:45:00,conditions Stormy,Low,2,Buffet,scooter,0,No,Urban,(min) 18,18,Stormy,0,3.11
0x3934,BANGRES08DEL03,20,4.9,12.906229,77.596791,12.966229,77.656791,03/04/22,19:25:00,19:30:00,conditions Fog,Jam,1,Buffet,scooter,0,No,Metropolitian,(min) 26,26,Fog,0,9.32
0xa827,BANGRES12DEL01,37,4.9,12.939496,77.625999,12.979496,77.665999,28/03/22,14:45:00,14:55:00,conditions Sandstorms,High,0,Drinks,motorcycle,0,Yes,Metropolitian,(min) 42,42,Sandstorms,1,6.21
0xb500,BANGRES16DEL02,26,4.2,13.029198,77.570997,13.049198,77.590997,01/03/22,9:45:00,9:50:00,conditions Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,(min) 21,21,Stormy,0,3.1
0x97ae,BANGRES09DEL01,22,4.2,12.934179,77.615797,12.944179,77.625797,11/03/22,8:35:00,8:45:00,conditions Windy,Low,0,Drinks,motorcycle,0,No,NaN,(min) 15,15,Windy,0,1.55
0x15db,BANGRES18DEL02,38,4.8,12.913041,77.683237,12.993041,77.763237,12/03/22,19:55:00,20:05:00,conditions Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,(min) 25,25,Sunny,0,12.42
0x4732,BANGRES16DEL01,32,4.6,13.029198,77.570997,13.039198,77.580997,01/03/22,10:00:00,10:05:00,conditions Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,(min) 28,28,Sandstorms,0,1.55
0xbcc9,BANGRES12DEL02,34,5.0,12.939496,77.625999,12.959496,77.645999,15/03/22,8:10:00,8:15:00,conditions Sunny,Low,2,Meal,motorcycle,0,No,Metropolitian,(min) 14,14,Sunny,0,3.11
0x6f3c,BANGRES06DEL03,36,4.6,12.979096,77.640625,13.039096,77.700625,07/03/22,17:45:00,17:50:00,conditions Stormy,Medium,2,Meal,motorcycle,0,No,Metropolitian,(min) 29,29,Stormy,0,9.31
0xbd3a,BANGRES11DEL03,20,4.5,12.934365,77.616155,12.994365,77.676155,28/03/22,18:55:00,19:00:00,conditions Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 12,12,Windy,0,9.32
0x2f12,BANGRES02DEL02,33,4.6,12.970221,77.645396,12.990221,77.665396,03/03/22,11:55:00,12:10:00,conditions Windy,High,2,Drinks,electric_scooter,1,No,Metropolitian,(min) 33,33,Windy,1,3.11
0x977c,BANGRES05DEL01,35,4.6,12.970324,77.645748,12.980324,77.655748,03/04/22,10:10:00,10:15:00,conditions Windy,Low,2,Snack,scooter,0,No,Urban,(min) 29,29,Windy,0,1.55
0x28a8,BANGRES06DEL02,25,4.7,12.979096,77.640625,12.999096,77.660625,17/03/22,9:35:00,9:45:00,conditions Windy,Low,1,Drinks,motorcycle,0,No,Urban,(min) 10,10,Windy,0,3.11
0x2456,BANGRES04DEL01,36,4.3,12.98041,77.640489,13.02041,77.680489,28/03/22,13:15:00,13:30:00,conditions Cloudy,High,2,Snack,motorcycle,0,No,Metropolitian,(min) 34,34,Cloudy,1,6.21
0x5d41,BANGRES17DEL01,29,5.0,12.972532,77.608179,13.082532,77.718179,31/03/22,18:00:00,18:10:00,conditions Fog,Medium,0,Meal,motorcycle,1,Yes,Urban,(min) 44,44,Fog,1,17.08
0x154e,BANGRES07DEL01,37,4.5,12.978453,77.643685,13.018453,77.683685,11/03/22,14:10:00,14:15:00,conditions Sunny,High,2,Meal,motorcycle,1,No,Metropolitian,(min) 23,23,Sunny,0,6.21
0x4a0f,BANGRES04DEL02,34,5.0,12.98041,77.640489,13.00041,77.660489,03/03/22,8:55:00,9:10:00,conditions Sandstorms,Low,1,Drinks,motorcycle,0,No,Urban,(min) 20,20,Sandstorms,0,3.11
0x291a,BANGRES18DEL02,23,4.8,12.913041,77.683237,12.993041,77.763237,02/04/22,23:50:00,23:55:00,conditions Sunny,Low,0,Buffet,motorcycle,0,No,Urban,(min) 21,21,Sunny,0,12.42
0x2543,BANGRES13DEL01,35,4.7,12.935662,77.61413,12.945662,77.62413,01/03/22,11:45:00,11:50:00,conditions Fog,High,1,Drinks,scooter,1,No,Metropolitian,(min) 34,34,Fog,1,1.55
0x4767,BANGRES08DEL01,24,4.2,12.906229,77.596791,12.976229,77.666791,20/03/22,19:10:00,19:15:00,conditions Sandstorms,Jam,0,Buffet,motorcycle,2,No,Metropolitian,(min) 37,37,Sandstorms,1,10.87
0x1f13,BANGRES010DEL02,24,4.7,12.933298,77.614293,13.063298,77.744293,04/04/22,21:25:00,21:30:00,conditions Cloudy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,(min) 36,36,Cloudy,1,20.18
0x61fe,BANGRES04DEL02,26,4.4,12.98041,77.640489,13.00041,77.660489,09/03/22,9:20:00,9:35:00,conditions Sandstorms,Low,0,Meal,motorcycle,1,No,Urban,(min) 29,29,Sandstorms,0,3.11
0x8c72,BANGRES02DEL03,38,4.8,12.970221,77.645396,13.060221,77.735396,08/03/22,17:35:00,17:50:00,conditions Sunny,Medium,0,Snack,motorcycle,0,No,Metropolitian,(min) 28,28,Sunny,0,13.97
0xa8e4,BANGRES20DEL02,22,4.8,12.972161,77.596014,12.992161,77.616014,19/03/22,8:15:00,8:25:00,conditions Cloudy,Low,2,Meal,scooter,0,No,Metropolitian,(min) 10,10,Cloudy,0,3.11
0xab0e,BANGRES14DEL01,34,4.7,12.949934,77.699386,12.959934,77.709386,24/03/22,10:10:00,10:25:00,conditions Fog,Low,1,Buffet,scooter,0,No,Metropolitian,(min) 19,19,Fog,0,1.55
0x2b66,BANGRES17DEL02,21,4.8,12.972532,77.608179,13.102532,77.738179,29/03/22,19:40:00,19:55:00,conditions Fog,Jam,2,Meal,scooter,1,No,Urban,(min) 37,37,Fog,1,20.18
0x76b9,BANGRES010DEL02,24,4.7,12.933298,77.614293,13.063298,77.744293,16/03/22,20:45:00,20:50:00,conditions Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,(min) 25,25,Windy,0,20.18
0xb6ca,BANGRES08DEL02,27,4.9,12.906229,77.596791,13.036229,77.726791,23/03/22,20:50:00,21:05:00,conditions Fog,Jam,1,Meal,scooter,0,Yes,Urban,(min) 42,42,Fog,1,20.18
0xbca1,BANGRES17DEL02,21,4.9,12.972532,77.608179,13.052532,77.688179,06/03/22,22:15:00,22:20:00,conditions Stormy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,(min) 18,18,Stormy,0,12.42
0x3c9b,BANGRES05DEL03,25,4.9,12.970324,77.645748,13.030324,77.705748,03/03/22,17:45:00,17:50:00,conditions Fog,Medium,1,Snack,scooter,1,No,Urban,(min) 17,17,Fog,0,9.32
0x6b23,BANGRES06DEL02,20,4.9,12.979096,77.640625,12.999096,77.660625,09/03/22,10:25:00,10:35:00,conditions Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian,(min) 14,14,Stormy,0,3.11
0x47fb,BANGRES07DEL01,39,5.0,12.978453,77.643685,13.018453,77.683685,15/03/22,15:25:00,15:40:00,conditions Cloudy,Medium,2,Meal,scooter,0,No,Metropolitian,(min) 15,15,Cloudy,0,6.21
0xa285,BANGRES12DEL01,38,4.0,12.939496,77.625999,12.949496,77.635999,21/03/22,11:20:00,11:25:00,conditions Fog,High,2,Meal,motorcycle,1,No,Metropolitian,(min) 31,31,Fog,1,1.55
0x5ae2,BANGRES03DEL01,38,4.5,12.979166,77.640709,13.089166,77.750709,02/03/22,18:00:00,18:15:00,conditions Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,(min) 22,22,Windy,0,17.08
0x11a3,BANGRES010DEL02,37,4.7,12.933298,77.614293,12.953298,77.634293,21/03/22,10:15:00,10:25:00,conditions Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 25,25,Cloudy,0,3.11
0x874f,BANGRES05DEL03,39,5.0,12.970324,77.645748,13.060324,77.735748,16/03/22,17:40:00,17:45:00,conditions Fog,Medium,1,Buffet,scooter,1,No,Metropolitian,(min) 34,34,Fog,1,13.97
0x684e,BANGRES05DEL03,35,4.3,12.970324,77.645748,13.060324,77.735748,25/03/22,21:45:00,21:55:00,conditions Sandstorms,Jam,0,Drinks,motorcycle,0,Yes,Urban,(min) 49,49,Sandstorms,1,13.97
0x947a,BANGRES20DEL02,32,4.6,12.972161,77.596014,12.992161,77.616014,17/03/22,11:40:00,11:55:00,conditions Windy,High,1,Buffet,motorcycle,1,No,Metropolitian,(min) 30,30,Windy,0,3.11
0xb2fe,BANGRES20DEL03,34,4.7,12.972161,77.596014,13.002161,77.626014,03/03/22,22:55:00,23:05:00,conditions Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 22,22,Sunny,0,4.66
0x3df7,BANGRES08DEL03,20,4.8,12.906229,77.596791,12.936229,77.626791,13/03/22,18:50:00,18:55:00,conditions Sandstorms,Medium,0,Meal,motorcycle,1,No,Urban,(min) 18,18,Sandstorms,0,4.66
0x2fc7,BANGRES16DEL02,32,4.3,13.029198,77.570997,13.109198,77.650997,14/03/22,20:55:00,21:10:00,conditions Sunny,Jam,2,Snack,scooter,1,No,Metropolitian,(min) 33,33,Sunny,1,12.42
0x5a03,BANGRES05DEL03,32,4.7,12.970324,77.645748,13.000324,77.675748,01/04/22,22:35:00,22:40:00,conditions Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 24,24,Sunny,0,4.66
0x9370,BANGRES06DEL01,37,3.9,12.979096,77.640625,13.089096,77.750625,02/03/22,0:00:00,0:05:00,conditions Cloudy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,(min) 32,32,Cloudy,1,17.08
0x5582,BANGRES15DEL01,29,4.6,12.975377,77.696664,12.985377,77.706664,13/03/22,10:40:00,10:55:00,conditions Fog,Low,2,Meal,scooter,0,No,Urban,(min) 13,13,Fog,0,1.55
0x3573,BANGRES19DEL01,32,4.6,12.914264,77.6784,12.924264,77.6884,01/04/22,10:30:00,10:45:00,conditions Sunny,Low,0,Drinks,motorcycle,0,No,Urban,(min) 23,23,Sunny,0,1.55
0x2a4e,BANGRES15DEL02,32,4.5,12.975377,77.696664,13.055377,77.776664,23/03/22,21:20:00,21:35:00,conditions Stormy,Jam,1,Drinks,scooter,2,No,Urban,(min) 41,41,Stormy,1,12.42
0x8f88,BANGRES11DEL01,33,4.7,12.934365,77.616155,13.004365,77.686155,25/03/22,21:55:00,22:05:00,conditions Cloudy,Jam,1,Meal,motorcycle,1,No,Metropolitian,(min) 35,35,Cloudy,1,10.87
0xada,BANGRES16DEL02,39,4.8,13.029198,77.570997,13.049198,77.590997,05/03/22,10:40:00,10:55:00,conditions Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,(min) 20,20,Sandstorms,0,3.1
0x1226,BANGRES15DEL02,29,4.9,12.975377,77.696664,12.995377,77.716664,30/03/22,8:50:00,9:00:00,conditions Sunny,Low,1,Meal,scooter,1,No,Metropolitian,(min) 18,18,Sunny,0,3.11
0x22a1,BANGRES12DEL01,28,4.6,12.939496,77.625999,13.009496,77.695999,10/03/22,21:30:00,21:45:00,conditions Cloudy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,(min) 44,44,Cloudy,1,10.87
0x2bd0,BANGRES09DEL03,25,4.9,12.934179,77.615797,13.024179,77.705797,23/03/22,22:15:00,22:30:00,conditions Cloudy,Low,0,Snack,motorcycle,0,No,Urban,(min) 24,24,Cloudy,0,13.97
0x464b,BANGRES18DEL03,27,5.0,12.913041,77.683237,13.003041,77.773237,16/03/22,23:55:00,0:00:00,conditions Windy,Low,1,Buffet,motorcycle,0,No,Metropolitian,(min) 11,11,Windy,0,13.97
